compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.528,uint8_t,5,oddeven,1,1,256,15.428096,15.444758,16.832240,14.561196,16.193531,16.005258,15.891918,0.108586,0.108162
0.539,uint8_t,5,oddeven,1,2,256,15.463648,15.474228,16.980248,14.487319,16.072268,15.929689,15.813609,0.086377,0.086039
0.517,uint8_t,5,oddeven,2,0,256,14.945972,14.993020,18.496475,14.176560,18.121443,15.427743,15.344942,0.195315,0.194552
0.522,uint8_t,5,oddeven,2,1,256,13.896179,13.929755,16.402627,13.257609,14.751211,14.441853,14.316091,0.129792,0.129285
0.525,uint8_t,5,oddeven,2,2,256,14.932904,14.951182,16.590034,14.207872,16.069800,15.311722,15.240770,0.079926,0.079613
0.502,uint8_t,5,batcher,1,0,256,15.069225,15.070857,17.554832,14.237191,16.085410,15.461542,15.377028,0.093401,0.093036
0.525,uint8_t,5,batcher,1,1,256,15.128621,15.112172,16.268025,13.920745,15.845124,15.560967,15.447902,0.095443,0.095070
0.524,uint8_t,5,batcher,1,2,256,15.982972,15.969953,16.943659,14.644753,16.805266,16.580956,16.431470,0.139627,0.139082
0.547,uint8_t,5,batcher,2,0,256,15.537621,15.547820,17.565680,14.819895,16.982884,15.979492,15.850888,0.097016,0.096637
0.53,uint8_t,5,batcher,2,1,256,15.579774,15.585139,18.344625,14.553760,16.623204,16.266979,16.054841,0.186619,0.185890
0.502,uint8_t,5,batcher,2,2,256,15.070603,15.112862,18.375620,14.292552,17.235090,15.521704,15.388742,0.177471,0.176778
0.512,uint8_t,5,balanced,1,0,256,16.737426,16.787841,20.719410,16.564524,17.412262,17.100552,16.916428,0.081116,0.080799
0.529,uint8_t,5,balanced,1,1,256,17.619557,17.669716,22.315987,16.984438,18.722106,18.174201,18.019272,0.185314,0.184590
0.541,uint8_t,5,balanced,1,2,256,18.367101,18.371689,20.485861,17.833948,19.046811,18.739729,18.600760,0.062836,0.062590
0.539,uint8_t,5,balanced,2,0,256,17.222398,17.285134,20.754494,16.875456,19.639383,17.749664,17.486519,0.146107,0.145536
0.513,uint8_t,5,balanced,2,1,256,18.541023,18.573483,22.296179,17.500791,19.659407,19.022191,18.837425,0.150314,0.149727
0.513,uint8_t,5,balanced,2,2,256,17.122024,17.189181,20.280120,16.738933,19.546089,17.601422,17.373878,0.111153,0.110719
0.509,uint8_t,5,bosenelson,1,0,256,15.176466,15.150262,19.075273,13.811108,16.057820,15.803183,15.666013,0.231575,0.230670
0.509,uint8_t,5,bosenelson,1,1,256,15.366542,15.321609,18.644669,13.635138,16.341926,15.992452,15.862929,0.257335,0.256330
0.506,uint8_t,5,bosenelson,1,2,256,15.247396,15.240203,19.697453,13.915154,16.188489,15.911433,15.725487,0.247212,0.246247
0.509,uint8_t,5,bosenelson,2,0,256,15.097275,15.085306,15.866449,14.122918,15.773994,15.595161,15.517563,0.117959,0.117498
0.53,uint8_t,5,bosenelson,2,1,256,15.305631,15.299461,18.661357,13.985889,16.809357,15.936360,15.845341,0.259696,0.258681
0.512,uint8_t,5,bosenelson,2,2,256,15.148080,15.145489,16.696377,13.865568,16.108800,15.877317,15.740042,0.231399,0.230495
0.518,uint8_t,6,bitonic,1,0,256,14.059482,14.008699,15.000691,12.358077,14.859783,14.661920,14.503658,0.176606,0.175917
0.519,uint8_t,6,bitonic,1,1,256,15.153210,15.136067,16.916556,13.660016,16.273911,15.899643,15.727960,0.250692,0.249712
0.54,uint8_t,6,bitonic,1,2,256,14.700611,14.690577,18.157929,13.637897,15.605891,15.264856,15.137732,0.227562,0.226673
0.514,uint8_t,6,bitonic,2,0,256,14.030598,14.038321,17.551203,12.694571,16.384095,14.776532,14.665381,0.336708,0.335393
0.527,uint8_t,6,bitonic,2,1,256,14.891798,14.894870,16.105609,13.955345,15.627440,15.428083,15.336553,0.113394,0.112951
0.513,uint8_t,6,bitonic,2,2,256,15.111897,15.091863,17.424698,14.054169,16.055582,15.684537,15.604554,0.149897,0.149312
0.509,uint8_t,6,oddeven,1,0,256,12.778633,12.862330,18.296579,12.123176,15.182233,13.385603,13.212327,0.307969,0.306766
0.522,uint8_t,6,oddeven,1,1,256,13.459174,13.484049,16.801630,12.779152,14.890970,13.986157,13.819793,0.147414,0.146838
0.517,uint8_t,6,oddeven,1,2,256,13.711422,13.723819,15.551340,12.685139,14.489161,14.115603,14.015653,0.067865,0.067600
0.512,uint8_t,6,oddeven,2,0,256,12.911283,12.952897,16.007014,12.221675,14.471962,13.614774,13.350764,0.176526,0.175837
0.521,uint8_t,6,oddeven,2,1,256,13.990647,14.021964,15.754871,13.152109,14.711907,14.553147,14.421852,0.092690,0.092328
0.523,uint8_t,6,oddeven,2,2,256,13.939439,13.963179,17.342117,13.274718,14.817423,14.432745,14.305769,0.120540,0.120069
0.514,uint8_t,6,batcher,1,0,256,13.256357,13.288224,16.742230,12.212649,14.289713,13.929951,13.781040,0.211120,0.210296
0.515,uint8_t,6,batcher,1,1,256,14.498152,14.503459,17.085175,13.403501,15.502562,15.006848,14.880077,0.130444,0.129934
0.529,uint8_t,6,batcher,1,2,256,13.429167,13.431386,14.723405,13.011148,13.920817,13.713581,13.666747,0.039030,0.038878
0.506,uint8_t,6,batcher,2,0,256,13.358350,13.353656,15.956719,12.386209,14.182920,13.924819,13.783551,0.158317,0.157699
0.507,uint8_t,6,batcher,2,1,256,12.497641,12.518003,16.415575,12.041908,13.197904,12.875815,12.742051,0.118769,0.118305
0.515,uint8_t,6,batcher,2,2,256,14.552969,14.532025,16.056660,13.387491,15.294222,15.107494,14.953738,0.130394,0.129885
0.513,uint8_t,6,balanced,1,0,256,18.130852,18.171440,22.151090,17.054918,19.334618,18.741301,18.630320,0.179682,0.178980
0.532,uint8_t,6,balanced,1,1,256,17.762061,17.821011,20.649472,17.312121,19.063052,18.329987,18.124092,0.114065,0.113619
0.519,uint8_t,6,balanced,1,2,256,17.546022,17.632433,20.496192,17.018251,19.634593,18.124229,17.987947,0.140850,0.140300
0.533,uint8_t,6,balanced,2,0,256,18.875811,18.918842,23.174091,18.323976,20.287910,19.355831,19.220490,0.145116,0.144549
0.513,uint8_t,6,balanced,2,1,256,16.761953,16.810575,19.920423,16.550614,17.783823,17.170162,16.930374,0.081033,0.080717
0.513,uint8_t,6,balanced,2,2,256,16.785255,16.872034,19.217823,16.525309,18.978683,17.454908,17.210614,0.112132,0.111694
0.533,uint8_t,6,bosenelson,1,0,256,14.713691,14.736371,18.715147,13.786271,15.574484,15.246013,15.128655,0.173070,0.172394
0.528,uint8_t,6,bosenelson,1,1,256,14.666707,14.681842,16.959139,13.492949,15.607697,15.317924,15.189726,0.182510,0.181797
0.507,uint8_t,6,bosenelson,1,2,256,14.632762,14.630425,17.273879,13.615279,15.773268,15.273751,15.129978,0.178416,0.177719
0.506,uint8_t,6,bosenelson,2,0,256,13.992389,13.997485,18.138424,12.968011,15.809890,14.762322,14.448421,0.249952,0.248975
0.51,uint8_t,6,bosenelson,2,1,256,15.239180,15.237851,18.012549,13.571644,16.509632,15.917343,15.825674,0.245360,0.244401
0.511,uint8_t,6,bosenelson,2,2,256,15.202846,15.190801,18.470137,13.548239,16.244734,15.798903,15.703585,0.272889,0.271823
0.525,uint8_t,7,bitonic,1,0,256,15.774940,15.771230,18.757437,14.594757,16.867984,16.472178,16.349477,0.215897,0.215054
0.532,uint8_t,7,bitonic,1,1,256,15.706278,15.696464,18.375710,14.410507,16.668047,16.350952,16.219381,0.210306,0.209485
0.521,uint8_t,7,bitonic,1,2,256,15.267254,15.245412,17.136243,13.686967,16.479232,16.099151,15.925756,0.330534,0.329242
0.52,uint8_t,7,bitonic,2,0,256,15.239136,15.211385,18.124994,13.790614,16.116240,15.933304,15.774430,0.249694,0.248718
0.513,uint8_t,7,bitonic,2,1,256,15.745632,15.723750,17.645266,14.212401,16.863729,16.547901,16.345788,0.288286,0.287160
0.513,uint8_t,7,bitonic,2,2,256,15.646540,15.620205,17.312690,13.951252,16.730267,16.436056,16.232082,0.267891,0.266845
0.513,uint8_t,7,oddeven,1,0,256,15.899567,15.866311,17.833755,14.485180,16.840475,16.680702,16.502860,0.251111,0.250130
0.522,uint8_t,7,oddeven,1,1,256,14.717288,14.720200,16.184941,13.689059,15.629835,15.303003,15.192296,0.136871,0.136336
0.513,uint8_t,7,oddeven,1,2,256,14.607722,14.606525,17.791154,13.377083,16.663726,15.312806,15.094307,0.266812,0.265769
0.516,uint8_t,7,oddeven,2,0,256,14.599324,14.624328,17.671167,13.329527,15.611931,15.322025,15.177023,0.239119,0.238185
0.53,uint8_t,7,oddeven,2,1,256,14.627980,14.633465,16.034803,13.427979,15.524026,15.305941,15.144051,0.166694,0.166043
0.509,uint8_t,7,oddeven,2,2,256,15.166980,15.151410,18.345090,13.156739,15.923267,15.783212,15.632450,0.214289,0.213451
0.511,uint8_t,7,batcher,1,0,256,15.108380,15.096292,18.537159,13.900145,15.957503,15.717455,15.610010,0.207912,0.207100
0.514,uint8_t,7,batcher,1,1,256,15.167770,15.168686,16.521376,13.847466,16.018522,15.796021,15.686280,0.166537,0.165887
0.529,uint8_t,7,batcher,1,2,256,15.026005,15.067568,19.658563,13.954020,17.844471,15.707601,15.475530,0.297891,0.296727
0.522,uint8_t,7,batcher,2,0,256,14.036397,13.995231,16.247681,12.223684,14.993570,14.710610,14.558351,0.234258,0.233343
0.521,uint8_t,7,batcher,2,1,256,14.663224,14.623807,16.196614,13.228529,15.595604,15.301587,15.144157,0.207752,0.206940
0.52,uint8_t,7,batcher,2,2,256,15.194734,15.190198,17.415245,13.945910,16.087329,15.863168,15.687075,0.167071,0.166418
0.518,uint8_t,7,balanced,1,0,256,18.000098,18.048351,22.839876,17.501852,18.886448,18.530206,18.357131,0.164654,0.164011
0.534,uint8_t,7,balanced,1,1,256,18.075990,18.112923,19.566660,17.465675,19.056608,18.630418,18.516583,0.098482,0.098098
0.524,uint8_t,7,balanced,1,2,256,18.045300,18.075242,20.201176,17.262184,19.712643,18.553852,18.364414,0.104192,0.103785
0.524,uint8_t,7,balanced,2,0,256,18.029779,18.045677,19.726041,17.374630,18.852463,18.573451,18.436315,0.100384,0.099992
0.528,uint8_t,7,balanced,2,1,256,16.769334,16.823038,20.592741,16.534348,18.165871,17.193267,16.968171,0.097076,0.096697
0.536,uint8_t,7,balanced,2,2,256,17.746363,17.788832,20.044430,16.923568,18.837520,18.213762,18.039900,0.082300,0.081979
0.517,uint8_t,7,bosenelson,1,0,256,12.437803,12.492104,15.243177,12.184368,13.217877,12.873848,12.672952,0.086515,0.086177
0.548,uint8_t,7,bosenelson,1,1,256,13.273255,13.345001,18.479878,12.769813,14.110721,13.852848,13.673224,0.261970,0.260947
0.524,uint8_t,7,bosenelson,1,2,256,13.759848,13.799898,16.142942,13.098961,15.034457,14.356714,14.090688,0.105240,0.104828
0.519,uint8_t,7,bosenelson,2,0,256,13.715869,13.745666,15.185201,13.126987,14.526479,14.230790,14.068876,0.073151,0.072865
0.521,uint8_t,7,bosenelson,2,1,256,13.695354,13.746577,17.368298,12.759584,15.485998,14.285176,14.139731,0.181963,0.181252
0.513,uint8_t,7,bosenelson,2,2,256,13.638961,13.677548,16.924850,12.952774,14.457237,14.192697,14.058191,0.137067,0.136531
0.516,uint8_t,8,bitonic,1,0,256,14.427406,14.425568,17.284297,13.326359,15.300707,15.036558,14.914534,0.195442,0.194679
0.52,uint8_t,8,bitonic,1,1,256,14.306559,14.287106,16.245517,13.366025,15.192781,14.855663,14.747563,0.156367,0.155756
0.527,uint8_t,8,bitonic,1,2,256,13.774525,13.748099,14.988280,12.535843,14.853668,14.474873,14.316103,0.200357,0.199575
0.511,uint8_t,8,bitonic,2,0,256,13.256712,13.225013,17.501950,12.130192,14.949804,13.932079,13.832696,0.317880,0.316638
0.519,uint8_t,8,bitonic,2,1,256,14.332445,14.373087,18.077342,13.433364,15.222583,14.998431,14.842053,0.184421,0.183700
0.52,uint8_t,8,bitonic,2,2,256,13.844046,13.833199,15.180553,12.649123,14.655590,14.482307,14.349360,0.165748,0.165100
0.525,uint8_t,8,oddeven,1,0,256,15.155420,15.148524,16.679630,13.646719,16.235006,15.789127,15.639926,0.176328,0.175639
0.51,uint8_t,8,oddeven,1,1,256,14.654479,14.589836,16.177477,13.215512,15.720876,15.226858,15.110094,0.201051,0.200266
0.524,uint8_t,8,oddeven,1,2,256,14.995105,15.009048,19.523747,13.904742,16.277625,15.614753,15.460670,0.229234,0.228339
0.509,uint8_t,8,oddeven,2,0,256,15.137221,15.103611,18.096839,14.160677,16.111689,15.671991,15.510967,0.184975,0.184252
0.521,uint8_t,8,oddeven,2,1,256,14.015237,13.974254,14.885621,12.861394,14.767129,14.596080,14.511048,0.190171,0.189429
0.517,uint8_t,8,oddeven,2,2,256,15.162385,15.152504,18.553534,13.854231,16.002975,15.824438,15.637387,0.206498,0.205692
0.512,uint8_t,8,batcher,1,0,256,13.988483,13.995727,17.675140,12.495945,15.213012,14.812818,14.653024,0.321325,0.320070
0.523,uint8_t,8,batcher,1,1,256,15.190543,15.161505,16.859441,13.925756,16.023665,15.811671,15.667130,0.197750,0.196978
0.531,uint8_t,8,batcher,1,2,256,14.558797,14.536634,18.948916,13.366113,15.433258,15.111159,15.039030,0.269614,0.268561
0.522,uint8_t,8,batcher,2,0,256,13.980991,13.942656,16.427659,12.000775,15.078721,14.663719,14.572536,0.277862,0.276777
0.512,uint8_t,8,batcher,2,1,256,15.209067,15.201136,18.093284,13.931130,16.281112,15.941972,15.751121,0.250142,0.249164
0.526,uint8_t,8,batcher,2,2,256,15.143477,15.160545,19.397680,13.756159,16.413142,15.973343,15.710444,0.304898,0.303707
0.537,uint8_t,8,balanced,1,0,256,18.041019,18.047732,19.027510,17.502753,18.642246,18.443908,18.373384,0.062312,0.062069
0.528,uint8_t,8,balanced,1,1,256,18.044017,18.079306,21.975906,17.455831,19.251472,18.536139,18.423663,0.190042,0.189299
0.528,uint8_t,8,balanced,1,2,256,16.768913,16.829890,19.147829,16.589113,18.766538,17.202924,16.986307,0.083345,0.083019
0.535,uint8_t,8,balanced,2,0,256,16.750200,16.812650,22.021689,16.566844,17.741730,17.072100,16.932754,0.147269,0.146694
0.536,uint8_t,8,balanced,2,1,256,16.766115,16.841506,19.919761,16.557653,18.143614,17.290341,17.032829,0.123587,0.123105
0.52,uint8_t,8,balanced,2,2,256,18.140696,18.198498,23.599270,17.221981,19.769139,18.717484,18.547999,0.279977,0.278883
0.528,uint8_t,8,bosenelson,1,0,256,13.167794,13.189924,18.567834,12.651441,13.890205,13.602639,13.512155,0.176721,0.176031
0.54,uint8_t,8,bosenelson,1,1,256,12.430603,12.471843,15.525897,12.259657,13.198426,12.725991,12.593410,0.068921,0.068652
0.521,uint8_t,8,bosenelson,1,2,256,13.156688,13.192269,16.614988,12.565622,15.176649,13.671407,13.505038,0.149430,0.148846
0.527,uint8_t,8,bosenelson,2,0,256,13.359669,13.397365,15.043335,12.818439,14.046340,13.819829,13.729745,0.066702,0.066442
0.533,uint8_t,8,bosenelson,2,1,256,12.433976,12.498225,15.750268,12.156826,13.817276,12.984564,12.683154,0.108740,0.108316
0.521,uint8_t,8,bosenelson,2,2,256,13.148686,13.177090,15.342736,12.611877,14.195410,13.710807,13.538236,0.108718,0.108294
0.553,uint8_t,9,bitonic,1,0,256,14.723427,14.759939,17.141231,13.797928,15.492592,15.083420,14.963415,0.077479,0.077177
0.572,uint8_t,9,bitonic,1,1,256,14.725791,14.743286,15.704538,14.302647,15.342171,15.026363,14.947891,0.030033,0.029915
0.56,uint8_t,9,bitonic,1,2,256,14.726821,14.758838,16.778439,14.051258,15.964715,15.074932,14.959326,0.071638,0.071358
0.573,uint8_t,9,bitonic,2,0,256,12.391924,12.413420,13.168214,11.943714,13.089306,12.746509,12.654569,0.041189,0.041028
0.555,uint8_t,9,bitonic,2,1,256,11.745393,11.803509,14.255923,11.520298,14.014277,12.086551,11.996217,0.087770,0.087427
0.559,uint8_t,9,bitonic,2,2,256,12.936573,12.945920,14.418160,12.547659,13.574809,13.253409,13.171820,0.045519,0.045341
0.59,uint8_t,9,oddeven,1,0,256,14.186957,14.236545,16.370756,14.062166,14.725967,14.485326,14.362567,0.042010,0.041846
0.594,uint8_t,9,oddeven,1,1,256,15.613513,15.624213,16.775269,15.283932,16.152183,15.887505,15.813849,0.030548,0.030429
0.592,uint8_t,9,oddeven,1,2,256,14.206590,14.278271,15.892489,14.061794,15.685880,14.633973,14.470286,0.060512,0.060275
0.561,uint8_t,9,oddeven,2,0,256,12.435466,12.470032,14.629061,12.083745,13.067012,12.820494,12.699643,0.057718,0.057492
0.59,uint8_t,9,oddeven,2,1,256,13.205248,13.236487,15.158591,12.845905,13.943731,13.542487,13.464068,0.056236,0.056016
0.569,uint8_t,9,oddeven,2,2,256,13.702250,13.723873,15.963423,13.141282,14.327927,14.095563,13.995563,0.073009,0.072724
0.548,uint8_t,9,batcher,1,0,256,13.489102,13.517142,16.473353,13.165991,14.137009,13.778340,13.700073,0.088610,0.088264
0.579,uint8_t,9,batcher,1,1,256,14.314880,14.332163,15.788588,13.940096,14.817972,14.674678,14.534413,0.035617,0.035478
0.569,uint8_t,9,batcher,1,2,256,14.724905,14.735449,16.535204,13.817138,15.347262,15.032728,14.950788,0.048860,0.048669
0.561,uint8_t,9,batcher,2,0,256,12.469172,12.477232,13.555425,12.026562,12.976320,12.800301,12.719228,0.037517,0.037371
0.554,uint8_t,9,batcher,2,1,256,12.942551,12.962860,14.589099,12.335936,13.609025,13.281662,13.181767,0.046439,0.046257
0.567,uint8_t,9,batcher,2,2,256,12.478559,12.504403,13.662629,12.082577,13.318942,12.902296,12.740698,0.046079,0.045899
0.596,uint8_t,9,balanced,1,0,256,15.461276,15.504132,18.808416,15.255131,16.812782,15.887451,15.621589,0.084626,0.084296
0.62,uint8_t,9,balanced,1,1,256,16.895952,16.922068,18.171168,16.234808,17.681724,17.407779,17.271959,0.083307,0.082982
0.616,uint8_t,9,balanced,1,2,256,16.414351,16.448424,20.509858,15.927265,17.515974,16.775029,16.710568,0.127592,0.127094
0.617,uint8_t,9,balanced,2,0,256,15.822855,15.802244,16.442408,15.126680,16.420177,16.166643,16.102785,0.055170,0.054954
0.61,uint8_t,9,balanced,2,1,256,15.095282,15.183969,16.799974,14.836038,16.642179,15.822781,15.591469,0.093608,0.093242
0.599,uint8_t,9,balanced,2,2,256,15.069793,15.129750,16.947882,14.829453,16.513815,15.585206,15.328243,0.074150,0.073860
0.572,uint8_t,9,bosenelson,1,0,256,17.421176,17.452038,20.469379,16.679330,18.204954,17.775985,17.671385,0.078309,0.078003
0.601,uint8_t,9,bosenelson,1,1,256,17.288351,17.315130,19.978340,16.878707,18.376570,17.658423,17.522568,0.084221,0.083892
0.586,uint8_t,9,bosenelson,1,2,256,17.353696,17.372937,18.942977,16.331326,18.251670,17.665519,17.591796,0.050686,0.050488
0.565,uint8_t,9,bosenelson,2,0,256,16.445529,16.459564,18.628645,15.491177,17.101358,16.814354,16.723235,0.060465,0.060229
0.592,uint8_t,9,bosenelson,2,1,256,15.502167,15.522927,17.678559,14.907913,16.250580,15.947124,15.819699,0.075117,0.074823
0.594,uint8_t,9,bosenelson,2,2,256,15.447282,15.457868,16.641369,14.804214,16.356113,15.918396,15.779795,0.075677,0.075381
0.595,uint8_t,10,bitonic,1,0,256,15.028927,15.048782,17.467495,14.602916,15.651424,15.351890,15.248739,0.053213,0.053005
0.588,uint8_t,10,bitonic,1,1,256,15.509208,15.514984,16.125685,15.116138,15.931563,15.770341,15.713718,0.024586,0.024490
0.574,uint8_t,10,bitonic,1,2,256,15.569852,15.588993,16.849622,15.031034,16.584860,15.955177,15.832617,0.046596,0.046414
0.586,uint8_t,10,bitonic,2,0,256,13.700578,13.717950,16.047976,13.319487,14.451873,13.999274,13.933455,0.066655,0.066395
0.576,uint8_t,10,bitonic,2,1,256,12.359919,12.389020,14.562159,12.046771,13.389202,12.633316,12.547991,0.048226,0.048037
0.574,uint8_t,10,bitonic,2,2,256,13.617266,13.630607,14.788445,12.836848,14.367873,14.012033,13.907357,0.055429,0.055212
0.573,uint8_t,10,oddeven,1,0,256,14.933859,15.002333,17.154266,14.780758,16.298799,15.316685,15.181751,0.057494,0.057269
0.587,uint8_t,10,oddeven,1,1,256,16.466406,16.497517,17.500119,15.700438,17.065859,16.930832,16.796910,0.049976,0.049781
0.601,uint8_t,10,oddeven,1,2,256,14.982251,15.023225,17.358527,14.790172,15.558656,15.285550,15.217137,0.041752,0.041589
0.574,uint8_t,10,oddeven,2,0,256,13.653233,13.628512,15.797498,12.902991,14.445619,14.192271,14.049801,0.111605,0.111169
0.601,uint8_t,10,oddeven,2,1,256,14.573167,14.578852,16.683764,13.974700,15.382775,15.085791,14.958516,0.101014,0.100620
0.59,uint8_t,10,oddeven,2,2,256,14.566257,14.564219,15.634205,13.708456,15.425844,15.041792,14.905964,0.086287,0.085950
0.572,uint8_t,10,batcher,1,0,256,14.502403,14.529917,17.254362,14.122416,15.932028,14.817872,14.742524,0.079070,0.078761
0.596,uint8_t,10,batcher,1,1,256,15.720389,15.753377,17.251102,15.447214,16.409129,16.022135,15.941684,0.033079,0.032950
0.598,uint8_t,10,batcher,1,2,256,15.698432,15.725275,18.087647,15.272972,16.356119,16.091444,15.988077,0.065891,0.065633
0.563,uint8_t,10,batcher,2,0,256,13.706187,13.726073,15.045384,13.232291,14.394625,14.066273,13.962249,0.042253,0.042088
0.577,uint8_t,10,batcher,2,1,256,13.177974,13.188424,13.842202,12.707808,13.731975,13.569614,13.437984,0.037653,0.037506
0.586,uint8_t,10,batcher,2,2,256,13.722078,13.728453,14.806139,13.306848,14.219672,14.015329,13.951259,0.035330,0.035192
0.604,uint8_t,10,balanced,1,0,256,16.347073,16.384432,19.742799,15.771684,17.291933,16.922487,16.746381,0.134330,0.133806
0.613,uint8_t,10,balanced,1,1,256,17.101512,17.129820,18.831174,16.514274,18.001513,17.512177,17.398169,0.061883,0.061641
0.626,uint8_t,10,balanced,1,2,256,16.366385,16.415034,19.999743,15.768194,17.173115,16.844773,16.732637,0.156860,0.156247
0.626,uint8_t,10,balanced,2,0,256,16.046858,16.075892,18.016724,15.110556,17.436383,16.759391,16.559801,0.163831,0.163191
0.605,uint8_t,10,balanced,2,1,256,15.089029,15.129102,16.388480,14.845953,16.000685,15.591420,15.300201,0.041293,0.041132
0.615,uint8_t,10,balanced,2,2,256,16.044841,16.117784,17.950673,15.448709,17.326801,16.836684,16.605482,0.148730,0.148149
0.594,uint8_t,10,bosenelson,1,0,256,17.405853,17.439963,19.945929,16.994061,18.147534,17.817745,17.720645,0.075356,0.075062
